,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
917,Paf79c68e917,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Michael Smith,2004-03-09,2004-11-23,259 days,2894,24984.87,900
918,Paf79c690918,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Carl Catlett,2022-01-23,2022-12-15,326 days,2235,24287.0,1500
919,Paf79c691919,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Nancy Clark,2021-07-05,2021-10-18,105 days,850,2975.0,1900
920,Paf79c693920,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Joseph Smith,2022-02-05,2022-06-24,139 days,2418,11203.4,1600
921,Paf79c694921,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Eric Chau,2015-12-19,2016-07-23,217 days,2392,17302.13,700
922,Paf79c695922,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Debra Naquin,2016-08-22,2017-07-14,326 days,1881,20440.2,500
923,Paf79ed9b923,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Harry Reiss,2021-02-10,2021-09-03,205 days,804,5494.0,1600
924,Paf79ed9d924,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",David Hanlin,2014-02-16,2015-01-01,319 days,1817,19320.77,200
925,Paf79ed9f925,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Shirley Chalifoux,2020-04-23,2020-10-25,185 days,2179,13437.17,700
926,Paf79eda0926,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Irene Voit,2014-07-04,2014-10-15,103 days,1909,6554.23,500
927,Paf79eda2927,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Scott Wray,2017-12-26,2018-04-30,125 days,2847,11862.5,200
928,Paf7a14ae928,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Susanna Wade,2020-05-02,2020-07-20,79 days,2172,5719.6,1800
929,Paf7a14b0929,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Enrique Quigley,2009-11-27,2010-03-21,114 days,501,1903.8,1000
930,Paf7a14b1930,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Virginia Conzemius,2017-05-23,2018-04-27,339 days,798,9017.4,1400
931,Paf7a14b2931,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",William Renaud,2016-10-18,2017-04-22,186 days,2001,12406.2,600
932,Paf7a14b4932,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Ronald Taylor,2019-01-02,2019-11-20,322 days,333,3574.2,1500
933,Paf7a14b6933,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Terry Haynes,2000-09-09,2001-06-14,278 days,2732,25316.53,900
934,Paf7a14b7934,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Gladys Black,2021-02-04,2021-05-23,108 days,1471,5295.6,900
935,Paf7a3bbf935,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Mario Wilson,2022-09-17,2023-09-17,365 days,1732,21072.67,100
936,Paf7a3bc1936,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Emma Murray,2020-03-08,2020-10-17,223 days,973,7232.63,600
937,Paf7a3bc3937,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Ingrid Johnson,2020-04-06,2021-01-05,274 days,1499,13690.87,1000
