,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
917,Pdd6d1b11917,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Jonathan Gill,2014-01-01,2014-11-22,325 days,408,4420.0,1100
918,Pdd6d1b13918,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Elijah Hutchins,2020-06-05,2021-04-26,325 days,728,7886.67,1700
919,Pdd6d1b15919,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Christopher Galuska,2017-07-19,2018-01-03,168 days,2112,11827.2,800
920,Pdd6d1b18920,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Diana Strahl,2014-12-23,2015-04-03,101 days,2905,9780.17,1000
921,Pdd6d1b1b921,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Michael Williams,2022-05-10,2023-04-13,338 days,251,2827.93,600
922,Pdd6d1b1e922,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Yuki Sutton,2019-09-05,2020-07-25,324 days,1778,19202.4,500
923,Pdd6d1b20923,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jeffery Hart,2011-09-10,2012-07-10,304 days,786,7964.8,800
924,Pdd6d1b23924,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Margaret Flores,2014-02-22,2014-12-19,300 days,486,4860.0,700
925,Pdd6d1b25925,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Noel Christopher,2021-07-19,2022-01-30,195 days,1994,12961.0,1600
926,Pdd6d1b27926,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Helen Miscione,2015-04-06,2015-11-02,210 days,1553,10871.0,1400
927,Pdd6d1b2a927,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Sylvia Rider,2007-12-19,2008-05-15,148 days,1097,5411.87,1800
928,Pdd6d1b2c928,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Michael Johnson,2015-01-19,2015-09-06,230 days,1999,15325.67,600
929,Pdd6d1b2e929,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Kenneth Wilmore,2022-07-10,2023-01-01,175 days,260,1516.67,1700
930,Pdd6d1b31930,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Yvonne Bonnet,2019-11-24,2020-11-03,345 days,1170,13455.0,1300
931,Pdd6d1b34931,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Alan Holt,2011-03-21,2011-10-19,212 days,2779,19638.27,300
932,Pdd6d1b36932,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Maria Chase,2018-11-20,2019-06-14,206 days,1027,7052.07,400
933,Pdd6d1b39933,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Darrell Moyer,2018-10-16,2019-03-05,140 days,555,2590.0,100
934,Pdd6e53b9934,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Rosa Auerswald,2012-09-04,2013-03-30,207 days,534,3684.6,1800
935,Pdd6e5e01935,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",William Horton,2020-12-10,2021-03-20,100 days,1555,5183.33,1400
936,Pdd6e5e03936,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Carlos Fisher,2022-04-12,2022-07-11,90 days,1665,4995.0,1500
937,Pdd6e5e06937,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Donald Hall,2021-07-21,2021-11-17,119 days,2371,9404.97,400
938,Pdd6e5e08938,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Beryl Goeppner,2021-06-16,2021-08-24,69 days,2363,5434.9,400
939,Pdd6e5e0a939,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jacob Martinez,2013-02-05,2013-04-21,75 days,232,580.0,1600
